LetraIndice1,LetraIndice2,LetraIndice3,LetraIndice4,LetraIndice5,LetraIndice6,LetraIndice7,LetraIndice8,LetraIndice9
75.43166945748538,77.8220270033677,76.79357158582226,76.00321756411469,77.21242536467388,77.19612216103044,76.5605433883398,76.80454630147196,75.80595779892428
