LetraIndice1,LetraIndice2,LetraIndice3,LetraIndice4,LetraIndice5,LetraIndice6,LetraIndice7,LetraIndice8,LetraIndice9
80.95699094771214,83.47845504336408,82.4486454954341,81.51365533412066,82.58498994046853,82.3866873447951,81.64822132551996,81.98995082317725,80.27927107061504
